nohup: ignoring input
name:3pro,index:0
name:4pro,index:1
name:Dji,index:2
name:dao,index:3
name:ha,index:4
name:3pro,index:0
name:4pro,index:1
name:Dji,index:2
name:dao,index:3
name:ha,index:4
Train: [1][10/1465]	BT 0.056 (0.515)	DT 0.000 (0.100)	loss 0.840 (1.279)	Acc@1 84.375 (66.875)
Train: [4][1280/1465]	BT 0.057 (0.055)	DT 0.000 (0.002)	loss 0.003 (0.013)	Acc@1 100.000 (99.617)
Train: [4][1290/1465]	BT 0.056 (0.055)	DT 0.000 (0.002)	loss 0.007 (0.013)	Acc@1 100.000 (99.612)
Train: [4][1300/1465]	BT 0.054 (0.055)	DT 0.000 (0.002)	loss 0.003 (0.013)	Acc@1 100.000 (99.613)
Train: [4][1310/1465]	BT 0.056 (0.055)	DT 0.000 (0.002)	loss 0.003 (0.013)	Acc@1 100.000 (99.611)
Train: [4][1320/1465]	BT 0.055 (0.055)	DT 0.000 (0.001)	loss 0.007 (0.013)	Acc@1 100.000 (99.614)
Train: [4][1330/1465]	BT 0.056 (0.055)	DT 0.000 (0.001)	loss 0.003 (0.013)	Acc@1 100.000 (99.617)
Train: [4][1340/1465]	BT 0.055 (0.055)	DT 0.000 (0.001)	loss 0.002 (0.013)	Acc@1 100.000 (99.618)
Train: [4][1350/1465]	BT 0.045 (0.055)	DT 0.000 (0.001)	loss 0.002 (0.013)	Acc@1 100.000 (99.618)
Train: [4][1360/1465]	BT 0.052 (0.055)	DT 0.000 (0.001)	loss 0.003 (0.013)	Acc@1 100.000 (99.616)
Train: [4][1370/1465]	BT 0.052 (0.055)	DT 0.000 (0.001)	loss 0.002 (0.013)	Acc@1 100.000 (99.617)
Train: [4][1380/1465]	BT 0.056 (0.055)	DT 0.000 (0.001)	loss 0.003 (0.013)	Acc@1 100.000 (99.620)
Train: [4][1390/1465]	BT 0.053 (0.055)	DT 0.000 (0.001)	loss 0.007 (0.013)	Acc@1 100.000 (99.616)
Train: [4][1400/1465]	BT 0.054 (0.055)	DT 0.000 (0.001)	loss 0.002 (0.013)	Acc@1 100.000 (99.616)
Train: [4][1410/1465]	BT 0.054 (0.055)	DT 0.000 (0.001)	loss 0.026 (0.013)	Acc@1 96.875 (99.614)
Train: [4][1420/1465]	BT 0.055 (0.055)	DT 0.000 (0.001)	loss 0.003 (0.013)	Acc@1 100.000 (99.615)
Train: [4][1430/1465]	BT 0.055 (0.055)	DT 0.000 (0.001)	loss 0.003 (0.013)	Acc@1 100.000 (99.615)
Train: [4][1440/1465]	BT 0.045 (0.055)	DT 0.000 (0.001)	loss 0.003 (0.013)	Acc@1 100.000 (99.616)
Train: [4][1450/1465]	BT 0.045 (0.055)	DT 0.000 (0.001)	loss 0.004 (0.013)	Acc@1 100.000 (99.616)
Train: [4][1460/1465]	BT 0.044 (0.055)	DT 0.000 (0.001)	loss 0.006 (0.013)	Acc@1 100.000 (99.619)
Train epoch 4, total time 79.95, accuracy:99.62
Test: [0/184]	Time 1.148 (1.148)	Loss 0.0008 (0.0008)	Acc@1 100.000 (100.000)
Test: [10/184]	Time 0.082 (0.183)	Loss 0.4815 (0.1537)	Acc@1 85.938 (94.744)
Test: [20/184]	Time 0.083 (0.136)	Loss 0.0008 (1.0206)	Acc@1 100.000 (75.372)
Test: [30/184]	Time 0.083 (0.120)	Loss 0.0006 (0.7070)	Acc@1 100.000 (83.014)
Test: [40/184]	Time 0.084 (0.111)	Loss 0.1758 (0.5656)	Acc@1 96.875 (86.471)
Test: [50/184]	Time 0.096 (0.106)	Loss 0.0008 (0.4647)	Acc@1 100.000 (88.940)
Test: [60/184]	Time 0.082 (0.102)	Loss 0.0867 (0.3941)	Acc@1 98.438 (90.651)
Test: [70/184]	Time 0.083 (0.100)	Loss 0.0011 (0.3413)	Acc@1 100.000 (91.923)
Test: [80/184]	Time 0.082 (0.098)	Loss 0.0007 (0.3013)	Acc@1 100.000 (92.882)
Test: [90/184]	Time 0.085 (0.096)	Loss 0.0072 (0.2753)	Acc@1 100.000 (93.527)
Test: [100/184]	Time 0.082 (0.095)	Loss 0.0593 (0.2495)	Acc@1 98.438 (94.106)
Test: [110/184]	Time 0.082 (0.094)	Loss 0.0005 (0.2271)	Acc@1 100.000 (94.637)
Test: [120/184]	Time 0.086 (0.093)	Loss 0.0195 (0.2140)	Acc@1 100.000 (94.977)
Test: [130/184]	Time 0.099 (0.092)	Loss 0.1417 (0.2037)	Acc@1 92.188 (95.122)
Test: [140/184]	Time 0.081 (0.091)	Loss 0.1085 (0.1954)	Acc@1 96.875 (95.379)
Test: [150/184]	Time 0.081 (0.091)	Loss 0.1759 (0.1996)	Acc@1 93.750 (95.344)
Test: [160/184]	Time 0.082 (0.090)	Loss 0.0535 (0.1904)	Acc@1 98.438 (95.565)
Test: [170/184]	Time 0.083 (0.090)	Loss 0.0582 (0.1838)	Acc@1 96.875 (95.687)
Test: [180/184]	Time 0.084 (0.089)	Loss 0.1561 (0.1755)	Acc@1 96.875 (95.891)
 * Acc@1 95.930
best accuracy: 95.96
